frequency,power
0.0,0.03988009200525698
0.01666666666666662,0.24931844138172093
0.03333333333333324,0.3839912602868805
0.05000000000000037,0.28682372858164834
0.06666666666666649,0.18694765577318373
0.08333333333333295,0.12412578738801898
0.10000000000000074,0.0703779780082028
0.11666666666666702,0.025470331027808754
0.13333333333333297,0.01090280120164319
0.14999999999999902,0.006859454286682716
0.1666666666666659,0.009071265420468261
0.1833333333333324,0.00949657711843523
0.20000000000000148,0.009714430308716987
0.21666666666666756,0.009246200975388325
0.23333333333333403,0.007993927310003406
0.25,0.0068274482428467695
0.26666666666666594,0.004603859948520096
0.2833333333333322,0.0027405922654442213
0.29999999999999805,0.002235108671520778
0.3166666666666656,0.001485216430016639
0.3333333333333318,0.0010006811518571096
0.34999999999999737,0.0006693060064892332
0.3666666666666648,0.0006153764454338104
0.3833333333333347,0.0005966334280309112
0.40000000000000296,0.0006773319225673295
0.41666666666666596,0.00041443134800548043
0.4333333333333351,0.00021082212208484565
0.4499999999999982,0.00016964559805086524
0.46666666666666806,9.174750934060493e-05
0.48333333333332934,3.683125805698742e-05
0.5,8.290491473187107e-06
