frequency,power
0.0,9.041826431456016
0.016666666666666635,35.97518110049238
0.03333333333333327,23.7041040672657
0.049999999999999954,3.0714690561449327
0.06666666666666654,0.4757998384976594
0.08333333333333354,0.1576134618485541
0.09999999999999991,0.07433956373433015
0.11666666666666688,0.04165897504332472
0.13333333333333308,0.025745571808304068
0.14999999999999958,0.016625804933887732
0.16666666666666707,0.009702129736929924
0.18333333333333343,0.006063410636439848
0.19999999999999982,0.0050024657536675765
0.21666666666666634,0.0037034669718326945
0.23333333333333375,0.002828065689781063
0.25,0.0025493315918050327
0.26666666666666616,0.0021552251807231138
0.2833333333333331,0.0017913781212276169
0.29999999999999916,0.0015831349723094787
0.316666666666668,0.001278128219009681
0.33333333333333415,0.0010551671629739075
0.350000000000001,0.0009627405299884958
0.36666666666666686,0.0008349850215296022
0.38333333333333336,0.0008398449668829311
0.39999999999999963,0.0008052121477170282
0.4166666666666666,0.0008108703596424259
0.4333333333333327,0.0008108601784728974
0.4500000000000015,0.0007111472476452489
0.4666666666666675,0.0006016265909350034
0.48333333333333395,0.000630467701155978
0.5,0.00034845881681396445
