frequency,power
0.0,1.954678205500362e-05
0.01666666666666662,0.00019314933512284103
0.03333333333333324,0.0002589776640990202
0.050000000000000364,0.0001563069180944125
0.06666666666666649,0.00011327720336299458
0.08333333333333288,9.053153067482183e-05
0.10000000000000073,6.435056101185442e-05
0.11666666666666702,4.754674875185154e-05
0.13333333333333297,3.7947264876509196e-05
0.14999999999999902,2.6935104894902387e-05
0.16666666666666577,2.1215709165169035e-05
0.1833333333333323,1.8888200098182137e-05
0.20000000000000145,1.4533450752663232e-05
0.21666666666666753,1.1892114066689373e-05
0.23333333333333403,1.0002003730223914e-05
0.25,8.141604366101427e-06
0.26666666666666594,9.81373232374887e-06
0.2833333333333322,1.3175132464378749e-05
0.29999999999999805,1.304459506304721e-05
0.31666666666666565,9.475067784913848e-06
0.33333333333333154,9.47926701687867e-06
0.3499999999999975,1.201143647012695e-05
0.3666666666666646,1.1113317968813628e-05
0.3833333333333349,7.03616970147209e-06
0.4000000000000029,5.466529811879127e-06
0.4166666666666662,6.064850986797487e-06
0.43333333333333507,5.095051908939094e-06
0.4499999999999984,4.703988803579792e-06
0.46666666666666806,5.6497858138061e-06
0.48333333333332956,4.917842716981093e-06
0.5,1.9692130848640077e-06
