frequency,power
0.0,13.173419923982403
0.016666666666666625,53.99530922522931
0.03333333333333325,44.95167387522064
0.0500000000000003,13.569293664697359
0.0666666666666665,4.2854361756944925
0.08333333333333297,1.3348498894260326
0.1000000000000006,0.8188559270503077
0.11666666666666699,0.6308172856914366
0.133333333333333,0.46568525601484867
0.14999999999999913,0.31491356774908313
0.16666666666666594,0.2333689876085464
0.18333333333333188,0.1889486784393261
0.2000000000000012,0.13601496280401804
0.21666666666666734,0.11131311999895546
0.23333333333333398,0.10505179965390703
0.25,0.1053788298248464
0.266666666666666,0.09185159788957102
0.2833333333333323,0.0765657066614839
0.29999999999999827,0.07190482108759368
0.31666666666666615,0.07202222030093867
0.33333333333333187,0.07371854572275557
0.34999999999999803,0.0702542994923861
0.36666666666666375,0.06932068161065623
0.38333333333333636,0.07834446267690034
0.4000000000000024,0.09082848340701563
0.4166666666666679,0.12055059090044078
0.4333333333333347,0.13858124188085444
0.4500000000000003,0.15426368223716272
0.46666666666666795,0.18425905511392435
0.4833333333333314,0.24666607238573643
0.5,0.14192823629674747
